sentence,sentence_with_entity,class,subject_entity,object_entity,영진,준홍
"드롭박스는 마이크로소프트 윈도우, 애플, 맥OS, 리눅스 컴퓨터용 컴퓨터 앱을 보유하고 있으며, iOS, 안드로이드, 윈도우 폰 스마트폰과 태블릿용 모바일 앱도 있다.","<sbj:드롭박스>는 <obj:마이크로소프트 윈도우>, 애플, 맥OS, 리눅스 컴퓨터용 컴퓨터 앱을 보유하고 있으며, iOS, 안드로이드, 윈도우 폰 스마트폰과 태블릿용 모바일 앱도 있다.",org:production,"{'start': 0, 'text': '드롭박스', 'type': 'org'}","{'start': 6, 'text': '마이크로소프트 윈도우', 'type': 'poh'}",no_relation:no_relation,no_relation:no_relation
"2019년 2월, 영국 정보청장은 미국 연방무역위원회(FTC)로부터 벌금을 부과 받은 바이트댄스에 이어 틱톡에 대한 조사에 착수했다.","2019년 2월, 영국 정보청장은 <obj:미국 연방무역위원회>(<sbj:FTC>)로부터 벌금을 부과 받은 바이트댄스에 이어 틱톡에 대한 조사에 착수했다.",org:alteranate_names,"{'start': 30, 'text': 'FTC', 'type': 'org'}","{'start': 19, 'text': '미국 연방무역위원회', 'type': 'org'}",org:alternate_names,org:alternate_names
"2018년 8월 - Musical.ly와 융합됨. 명칭은 ‘TikTok’으로 통일되며, 양방의 어플 사용자는 하나의 플랫폼에서 영상 게시를 계속할 수 있게 됨","2018년 8월 - <obj:Musical.ly>와 융합됨. 명칭은 ‘<sbj:TikTok>’으로 통일되며, 양방의 어플 사용자는 하나의 플랫폼에서 영상 게시를 계속할 수 있게 됨",org:members,"{'start': 33, 'text': 'TikTok', 'type': 'org'}","{'start': 11, 'text': 'Musical.ly', 'type': 'org'}",?,no_relation:no_relation
musical.ly는 미국 청소년들한테 큰 인기를 끌었던 립싱크 어플로서 디지털 플랫폼을 최대한 활용하는 젊은 사용자층 사이에서 유행했다.,<sbj:musical.ly>는 미국 청소년들한테 큰 인기를 끌었던 <obj:립싱크> 어플로서 디지털 플랫폼을 최대한 활용하는 젊은 사용자층 사이에서 유행했다.,org:production,"{'start': 0, 'text': 'musical.ly', 'type': 'org'}","{'start': 32, 'text': '립싱크', 'type': 'poh'}",org:production,org:production
2018년 6월 텐센트는 베이징 법원에 투티아오(Toutiao)와 더우인을 상대로 부정적인 뉴스로 텐센트의 명예를 훼손하는 행위를 반복했다면서 손해배상 청구와 공개 사과를 요구했다.,2018년 6월 텐센트는 베이징 법원에 <obj:투티아오>(<sbj:Toutiao>)와 더우인을 상대로 부정적인 뉴스로 텐센트의 명예를 훼손하는 행위를 반복했다면서 손해배상 청구와 공개 사과를 요구했다.,org:alteranate_names,"{'start': 27, 'text': 'Toutiao', 'type': 'org'}","{'start': 22, 'text': '투티아오', 'type': 'org'}",org:alternate_names,org:alternate_names
"2018 MAMA의 공식 스폰서로 참여한 틱톡은 전 세계적으로 수 억 명의 사용자들이 활동하는 자사의 플랫폼에서 본 행사에 대한 공식 투표를 진행했으며, 50만 건의 조회수를 기록하였다.","2018 <obj:MAMA>의 공식 스폰서로 참여한 <sbj:틱톡>은 전 세계적으로 수 억 명의 사용자들이 활동하는 자사의 플랫폼에서 본 행사에 대한 공식 투표를 진행했으며, 50만 건의 조회수를 기록하였다.",org:contract,"{'start': 23, 'text': '틱톡', 'type': 'org'}","{'start': 5, 'text': 'MAMA', 'type': 'org'}",,
한 해동안 대중에게 사랑받은 대한민국 대중음악을 선정 및 결산하는 골든디스크 어워즈의 제 34회 시상식의 인기상 투표가 틱톡 앱에서 진행됐다.,한 해동안 대중에게 사랑받은 대한민국 대중음악을 선정 및 결산하는 <obj:골든디스크> 어워즈의 제 34회 시상식의 인기상 투표가 <sbj:틱톡> 앱에서 진행됐다.,no_relation:no_relation,"{'start': 67, 'text': '틱톡', 'type': 'no_relation'}","{'start': 37, 'text': '골든디스크', 'type': 'no_relation'}",,
한편 알리바바 그룹은 야후!의 이사회 참여를 거절하였다.,한편 <obj:알리바바> 그룹은 <sbj:야후!>의 이사회 참여를 거절하였다.,org:shareholders,"{'start': 12, 'text': '야후!', 'type': 'org'}","{'start': 3, 'text': '알리바바', 'type': 'org'}",,
변호사가 원래의 이름을 &quot;cadaver&quot;로 잘못 이해한지 1년 뒤에 베조스는 사명을 아마존으로 바꾸었다.,"<obj:변호사>가 원래의 이름을 ""<sbj:cadaver>""로 잘못 이해한지 1년 뒤에 베조스는 사명을 아마존으로 바꾸었다.",no_relation:no_relation,"{'start': 14, 'text': 'cadaver', 'type': 'no_relation'}","{'start': 0, 'text': '변호사', 'type': 'no_relation'}",,
"특히, 틱톡(TikTok) 사용자들은 NBA 하이라이트 콘텐츠를 고를 수 있으며, 현지 언어로 된 해당 국가 관련 NBA 콘텐츠를 접할 수 있다.","특히, <obj:틱톡>(<sbj:TikTok>) 사용자들은 NBA 하이라이트 콘텐츠를 고를 수 있으며, 현지 언어로 된 해당 국가 관련 NBA 콘텐츠를 접할 수 있다.",org:alteranate_names,"{'start': 7, 'text': 'TikTok', 'type': 'org'}","{'start': 4, 'text': '틱톡', 'type': 'org'}",,
"틱톡은 2017년 9월 국제시장에서 출시됐으며, 2018년 1월 23일 태국 등 해외 앱스토어 무료 앱 다운로드 1위에 틱톡 앱이 올랐다.","<sbj:틱톡>은 <obj:2017>년 9월 국제시장에서 출시됐으며, 2018년 1월 23일 태국 등 해외 앱스토어 무료 앱 다운로드 1위에 틱톡 앱이 올랐다.",org:founded,"{'start': 0, 'text': '틱톡', 'type': 'org'}","{'start': 4, 'text': '2017', 'type': 'dat'}",,
아마존 프라임 에어(Amazon Prime Air)는 2013년 12월 1일 발표된 아마존 닷컴의 미래형 배송 서비스이다.,<sbj:아마존 프라임 에어>(Amazon Prime Air)는 <obj:2013년 12월 1일> 발표된 아마존 닷컴의 미래형 배송 서비스이다.,org:founded,"{'start': 0, 'text': '아마존 프라임 에어', 'type': 'org'}","{'start': 30, 'text': '2013년 12월 1일', 'type': 'dat'}",,
NBA와 머신 러닝 AI기반 맞춤형 모바일 콘텐츠 제작 글로벌 파트너십 체결,<obj:NBA>와 머신 러닝 AI기반 맞춤형 모바일 콘텐츠 제작 <sbj:글로벌 파트너십> 체결,no_relation:no_relation,"{'start': 31, 'text': '글로벌 파트너십', 'type': 'no_relation'}","{'start': 0, 'text': 'NBA', 'type': 'no_relation'}",,
"현재 알리바바를 통한 거래는 중국 국내 총생산(GDP)의 2%에 이르고, 중국 국내 온라인 거래의 80%가 알리바바 계열사들을 통해 이뤄지며, 중국 국내 소포의 70%가 알리바바 관련 회사들을 통해 거래된다.","현재 <obj:알리바바>를 통한 거래는 중국 국내 총생산(<sbj:GDP>)의 2%에 이르고, 중국 국내 온라인 거래의 80%가 알리바바 계열사들을 통해 이뤄지며, 중국 국내 소포의 70%가 알리바바 관련 회사들을 통해 거래된다.",no_relation:no_relation,"{'start': 26, 'text': 'GDP', 'type': 'no_relation'}","{'start': 3, 'text': '알리바바', 'type': 'no_relation'}",,
2019년 2월 27일 미국 연방거래위원회 (FTC)가 바이트 댄스에 13세 미만 미성년자로부터 정보를 수집해 아동 온라인 개인정보보호법을 위반했다는 사유로 570만 달러의 벌금을 부과했다.,2019년 2월 27일 <obj:미국 연방거래위원회> (<sbj:FTC>)가 바이트 댄스에 13세 미만 미성년자로부터 정보를 수집해 아동 온라인 개인정보보호법을 위반했다는 사유로 570만 달러의 벌금을 부과했다.,org:alteranate_names,"{'start': 25, 'text': 'FTC', 'type': 'org'}","{'start': 13, 'text': '미국 연방거래위원회', 'type': 'org'}",,
"틱톡 모바일 앱은 배경음악이 나오는 짧은 영상을 만들 수 있으며 속도가 높이거나, 낮추거나 필터를 사용하여 편집할 수 있고, 배경 음악 위에 그들만의 소리를 추가할 수도 있다.","<obj:틱톡> 모바일 앱은 <sbj:배경음악>이 나오는 짧은 영상을 만들 수 있으며 속도가 높이거나, 낮추거나 필터를 사용하여 편집할 수 있고, 배경 음악 위에 그들만의 소리를 추가할 수도 있다.",no_relation:no_relation,"{'start': 10, 'text': '배경음악', 'type': 'no_relation'}","{'start': 0, 'text': '틱톡', 'type': 'no_relation'}",,
2018년 8월 2일 틱톡으로 알려진 글로벌 플랫폼으로 탈바꿈한 Musical.ly 에서 많은 스타들이 시작되었다.,2018년 8월 2일 <sbj:틱톡>으로 알려진 글로벌 플랫폼으로 탈바꿈한 <obj:Musical.ly> 에서 많은 스타들이 시작되었다.,org:alteranate_names,"{'start': 12, 'text': '틱톡', 'type': 'org'}","{'start': 36, 'text': 'Musical.ly', 'type': 'org'}",,
2020년 8월 14일 트럼프는 바이트댄스에 미국 틱톡 사업을 매각하거나 매각할 수 있는 90일을 주는 새로운 행정명령을 내렸다.,2020년 8월 14일 <obj:트럼프>는 <sbj:바이트댄스>에 미국 틱톡 사업을 매각하거나 매각할 수 있는 90일을 주는 새로운 행정명령을 내렸다.,no_relation:no_relation,"{'start': 18, 'text': '바이트댄스', 'type': 'no_relation'}","{'start': 13, 'text': '트럼프', 'type': 'no_relation'}",,
중국 공산당에 불리한 특정 콘텐츠 2019~20년 홍콩 시위 관련 콘텐츠나 티베트 독립 관련 콘텐츠 등은 이미 중국 이외의 사용자들에게 제한돼 있는 것으로 알려졌다.,중국 공산당에 불리한 특정 콘텐츠 2019~20년 <obj:홍콩 시위> 관련 콘텐츠나 <sbj:티베트 독립> 관련 콘텐츠 등은 이미 중국 이외의 사용자들에게 제한돼 있는 것으로 알려졌다.,no_relation:no_relation,"{'start': 42, 'text': '티베트 독립', 'type': 'no_relation'}","{'start': 28, 'text': '홍콩 시위', 'type': 'no_relation'}",,
트럼프 대통령은 이 명령에 대해 ‘미국의 국가 안보를 위협할 수 있는 조치를 취할 것’이라고 믿게끔 하는 &quot;확실한 증거&quot;가 있다고 말했다.&quot; 틱톡은 2020년 9월 23일 트럼프 행정부에 의해 앱이 금지되는 것을 막기 위해 사전 가처분 신청을 냈다.,"<obj:트럼프> 대통령은 이 명령에 대해 ‘미국의 국가 안보를 위협할 수 있는 조치를 취할 것’이라고 믿게끔 하는 ""확실한 증거""가 있다고 말했다."" <sbj:틱톡>은 2020년 9월 23일 트럼프 행정부에 의해 앱이 금지되는 것을 막기 위해 사전 가처분 신청을 냈다.",no_relation:no_relation,"{'start': 79, 'text': '틱톡', 'type': 'no_relation'}","{'start': 0, 'text': '트럼프', 'type': 'no_relation'}",,
2019년 9월 3일 틱톡과 미국프로미식축구리그(NFL)는 다년제 파트너십을 발표했다.,2019년 9월 3일 <sbj:틱톡>과 <obj:미국프로미식축구리그>(NFL)는 다년제 파트너십을 발표했다.,org:contract,"{'start': 12, 'text': '틱톡', 'type': 'org'}","{'start': 16, 'text': '미국프로미식축구리그', 'type': 'org'}",,
성소수자 차별이 사회정치적 규범인 나라에서 틱톡 진행자들은 동성애가 불법이 된 적이 없는 국가를 비롯해 동성 커플이 손을 잡는 등 성소수자 또는 성소수자 권리에 대해 긍정적으로 인식될 수 있는 콘텐츠를 차단해왔다.,<sbj:성소수자> 차별이 사회정치적 규범인 나라에서 <obj:틱톡> 진행자들은 동성애가 불법이 된 적이 없는 국가를 비롯해 동성 커플이 손을 잡는 등 성소수자 또는 성소수자 권리에 대해 긍정적으로 인식될 수 있는 콘텐츠를 차단해왔다.,no_relation:no_relation,"{'start': 0, 'text': '성소수자', 'type': 'no_relation'}","{'start': 24, 'text': '틱톡', 'type': 'no_relation'}",,
2018년 더우인은 청소년 임신을 묘사한 영상 등 ‘용납할 수 없는’ 콘텐츠를 보여 중국 언론감시단으로부터 징계를 받았다.,2018년 <obj:더우인>은 <sbj:청소년> 임신을 묘사한 영상 등 ‘용납할 수 없는’ 콘텐츠를 보여 중국 언론감시단으로부터 징계를 받았다.,no_relation:no_relation,"{'start': 11, 'text': '청소년', 'type': 'no_relation'}","{'start': 6, 'text': '더우인', 'type': 'no_relation'}",,
"2017년 11월 9일, TikTok 모회사 베이징 바이트댄스과학기술유한회사는 10억 달러를 들여 musical.ly를 인수했다.","2017년 11월 9일, <obj:TikTok> 모회사 베이징 <sbj:바이트댄스과학기술유한회사>는 10억 달러를 들여 musical.ly를 인수했다.",org:members,"{'start': 29, 'text': '바이트댄스과학기술유한회사', 'type': 'org'}","{'start': 14, 'text': 'TikTok', 'type': 'org'}",,
몇몇 사용자들은 틱톡에서 인종 차별과 장애인 차별을 포함한 고질적인 사이버 폭력을 알려왔다.,몇몇 사용자들은 <sbj:틱톡>에서 <obj:인종 차별>과 장애인 차별을 포함한 고질적인 사이버 폭력을 알려왔다.,no_relation:no_relation,"{'start': 9, 'text': '틱톡', 'type': 'no_relation'}","{'start': 14, 'text': '인종 차별', 'type': 'no_relation'}",,
틱톡은 2016년 9월 출시한 지 3년 만에 8억 명의 실사용자를 기록했다.,<sbj:틱톡>은 <obj:2016년 9월> 출시한 지 3년 만에 8억 명의 실사용자를 기록했다.,org:founded,"{'start': 0, 'text': '틱톡', 'type': 'org'}","{'start': 4, 'text': '2016년 9월', 'type': 'dat'}",,
"한편, 틱톡은 2020년 2월 부모가 자녀의 디지털 웰빙을 제어할 수 있는 ‘가족 안전 모드’를 발표했다.","한편, <sbj:틱톡>은 2020년 2월 부모가 자녀의 디지털 웰빙을 제어할 수 있는 ‘<obj:가족 안전 모드>’를 발표했다.",org:production,"{'start': 4, 'text': '틱톡', 'type': 'org'}","{'start': 43, 'text': '가족 안전 모드', 'type': 'poh'}",,
"다른 플랫폼과 마찬가지로, 몇몇 국가의 기자들은 이 앱이 어린이들에게 인기가 있고 성범죄자들에 의해 이용될 수 있는 가능성을 가지고 있기 때문에 이 앱에 대한 사생활 우려를 제기해왔다.","다른 플랫폼과 마찬가지로, 몇몇 국가의 <obj:기자>들은 이 앱이 어린이들에게 인기가 있고 <sbj:성범죄자>들에 의해 이용될 수 있는 가능성을 가지고 있기 때문에 이 앱에 대한 사생활 우려를 제기해왔다.",no_relation:no_relation,"{'start': 46, 'text': '성범죄자', 'type': 'no_relation'}","{'start': 22, 'text': '기자', 'type': 'no_relation'}",,
"1999년 직원 17명과 창업한 알리바바는 창업 초기 한건의 거래도 성사시키지 못하며 좌초 위기에 빠졌으나, 일본의 손정의 회장에게 2,000만 달러(한화 약 200억 원)의 투자를 유치하는 데 성공하여 위기를 넘김과 동시에 국내외의 주목을 받으며 사업에 활로가 텄다.","<obj:1999>년 직원 17명과 창업한 <sbj:알리바바>는 창업 초기 한건의 거래도 성사시키지 못하며 좌초 위기에 빠졌으나, 일본의 손정의 회장에게 2,000만 달러(한화 약 200억 원)의 투자를 유치하는 데 성공하여 위기를 넘김과 동시에 국내외의 주목을 받으며 사업에 활로가 텄다.",org:founded,"{'start': 18, 'text': '알리바바', 'type': 'org'}","{'start': 0, 'text': '1999', 'type': 'dat'}",,
"더우인은 틱톡과는 별도의 앱으로 공식 웹사이트(www.douyin.com), 안드로이드는 APK Mirror에서, iOS용은 중국 본토의 앱 스토어에서 이용가능하다.","더우인은 <sbj:틱톡>과는 별도의 앱으로 공식 웹사이트(www.douyin.com), <obj:안드로이드>는 APK Mirror에서, iOS용은 중국 본토의 앱 스토어에서 이용가능하다.",no_relation:no_relation,"{'start': 5, 'text': '틱톡', 'type': 'no_relation'}","{'start': 43, 'text': '안드로이드', 'type': 'no_relation'}",,
도널드 트럼프 미국 대통령은 2020년 8월 3일 마이크로소프트(MS)나 다른 미국 기업 인수 협상에 실패할 경우 9월 15일 틱톡을 미국에서 금지하겠다고 발표했다.,<obj:도널드 트럼프> 미국 대통령은 2020년 8월 3일 <sbj:마이크로소프트>(MS)나 다른 미국 기업 인수 협상에 실패할 경우 9월 15일 틱톡을 미국에서 금지하겠다고 발표했다.,no_relation:no_relation,"{'start': 28, 'text': '마이크로소프트', 'type': 'no_relation'}","{'start': 0, 'text': '도널드 트럼프', 'type': 'no_relation'}",,
"아마존 프라임 에어는 드론을 이용해서 5파운드 미만의 소형 화물을 아마존 운송 센터에서 10~20 km 반경 안에 들어오는 짧은 거리에 배송하는 것으로., FAA(미국 연방항공청)의 허가가 필요한 서비스이다.","아마존 프라임 에어는 드론을 이용해서 5파운드 미만의 소형 화물을 아마존 운송 센터에서 10~20 km 반경 안에 들어오는 짧은 거리에 배송하는 것으로., <obj:FAA>(<sbj:미국 연방항공청>)의 허가가 필요한 서비스이다.",org:alteranate_names,"{'start': 91, 'text': '미국 연방항공청', 'type': 'org'}","{'start': 87, 'text': 'FAA', 'type': 'org'}",,
인도 타임스는 2020년 6월 틱톡이 중-인도 국경 분쟁과 2020년 중-인도 분쟁과 관련된 동영상을 비밀스럽게 금지하고 있다고 보도했다.,<obj:인도 타임스>는 2020년 6월 <sbj:틱톡>이 중-인도 국경 분쟁과 2020년 중-인도 분쟁과 관련된 동영상을 비밀스럽게 금지하고 있다고 보도했다.,no_relation:no_relation,"{'start': 17, 'text': '틱톡', 'type': 'no_relation'}","{'start': 0, 'text': '인도 타임스', 'type': 'no_relation'}",,
"베조스는 사전을 훑어보다가 &quot;아마존&quot;이라는 이름을 선택, 결정하였는데 이는 현재 세계에서 가장 큰 강인 아마존 강이 이국적이면서도 색다른 곳이어서 그의 회사를 이처럼 만들려고 했기 때문이다.","<obj:베조스>는 사전을 훑어보다가 ""<sbj:아마존>""이라는 이름을 선택, 결정하였는데 이는 현재 세계에서 가장 큰 강인 아마존 강이 이국적이면서도 색다른 곳이어서 그의 회사를 이처럼 만들려고 했기 때문이다.",org:founded_by,"{'start': 16, 'text': '아마존', 'type': 'org'}","{'start': 0, 'text': '베조스', 'type': 'per'}",,
틱톡 산하에 있는 ‘부모를 위한’ 지원센터는 자녀에게 부적절한 콘텐츠는 차단되거나 신고될 수 있다는 사실을 통해 부모들을 안심시킨다.,<sbj:틱톡> 산하에 있는 <obj:‘부모를 위한’ 지원센터>는 자녀에게 부적절한 콘텐츠는 차단되거나 신고될 수 있다는 사실을 통해 부모들을 안심시킨다.,org:members,"{'start': 0, 'text': '틱톡', 'type': 'org'}","{'start': 10, 'text': '‘부모를 위한’ 지원센터', 'type': 'org'}",,
"COVID-19 대유행의 확산에 정부가 관여하고 있다는 여러 음모론도 나오면서, 이에 대한 대응으로 틱톡은 잘못된 정보에 대한 콘텐츠를 보고하는 기능을 개시했다.","<obj:COVID-19> 대유행의 확산에 정부가 관여하고 있다는 여러 음모론도 나오면서, 이에 대한 대응으로 <sbj:틱톡>은 잘못된 정보에 대한 콘텐츠를 보고하는 기능을 개시했다.",no_relation:no_relation,"{'start': 56, 'text': '틱톡', 'type': 'no_relation'}","{'start': 0, 'text': 'COVID-19', 'type': 'no_relation'}",,
다른 크리에이터들은 플랫폼이 2018년 8월 2일 틱톡을 전세계에 출시하기 위해 Musical.ly와 합병한 후 명성을 얻었다.,다른 크리에이터들은 플랫폼이 2018년 8월 2일 <sbj:틱톡>을 전세계에 출시하기 위해 <obj:Musical.ly>와 합병한 후 명성을 얻었다.,org:members,"{'start': 28, 'text': '틱톡', 'type': 'org'}","{'start': 45, 'text': 'Musical.ly', 'type': 'org'}",,
"주요 경쟁 서비스로는 박스, 슈거싱크(SugarSync), 모지(Mozy), 주모드라이브(ZumoDrive), 우분투 원(Ubuntu One, 서비스 종료) 등이 있다.","주요 경쟁 서비스로는 박스, <sbj:슈거싱크>(<obj:SugarSync>), 모지(Mozy), 주모드라이브(ZumoDrive), 우분투 원(Ubuntu One, 서비스 종료) 등이 있다.",org:alteranate_names,"{'start': 16, 'text': '슈거싱크', 'type': 'org'}","{'start': 21, 'text': 'SugarSync', 'type': 'org'}",,
2020년 1월 미국 미디어매터스(Media Matters for America)는 틱톡이 최근 잘못된 정보에 대한 정책에도 불구하고 COVID-19 대유행과 관련된 잘못된 정보를 표시했다고 밝혔다.,2020년 1월 <obj:미국 미디어매터스>(<sbj:Media Matters for America>)는 틱톡이 최근 잘못된 정보에 대한 정책에도 불구하고 COVID-19 대유행과 관련된 잘못된 정보를 표시했다고 밝혔다.,org:alteranate_names,"{'start': 19, 'text': 'Media Matters for America', 'type': 'org'}","{'start': 9, 'text': '미국 미디어매터스', 'type': 'org'}",,
글로벌 누적 조회수 7억뷰를 넘는 성과를 이룬 #아무노래챌린지는 Z세대는 물론 기성세대와 같은 다양한 연령층의 참여를 이끌어 내 '10대들의 앱'이라는 틱톡의 기존 인식에서 벗어난 것으로 평가된다.,글로벌 누적 조회수 7억뷰를 넘는 성과를 이룬 #아무노래챌린지는 Z세대는 물론 기성세대와 같은 다양한 연령층의 참여를 이끌어 내 '<sbj:10대들의 앱>'이라는 <obj:틱톡>의 기존 인식에서 벗어난 것으로 평가된다.,org:alteranate_names,"{'start': 73, 'text': '10대들의 앱', 'type': 'org'}","{'start': 85, 'text': '틱톡', 'type': 'org'}",,
"인도네시아, 방글라데시, 인도, 파키스탄을 포함한 나라들이 콘텐츠 우려에 대해 일시적 차단 및 경고를 시행하고 있다.","<obj:인도네시아>, 방글라데시, 인도, <sbj:파키스탄>을 포함한 나라들이 콘텐츠 우려에 대해 일시적 차단 및 경고를 시행하고 있다.",no_relation:no_relation,"{'start': 18, 'text': '파키스탄', 'type': 'no_relation'}","{'start': 0, 'text': '인도네시아', 'type': 'no_relation'}",,
드롭박스는 2008년의 테크크런치50에서 공개되었다.,<sbj:드롭박스>는 <obj:2008>년의 테크크런치50에서 공개되었다.,org:founded,"{'start': 0, 'text': '드롭박스', 'type': 'org'}","{'start': 6, 'text': '2008', 'type': 'dat'}",,
"2020년 6월 케빈 메이어는 바이트댄스 모기업의 COO와 틱톡의 CEO가 됐지만, 입사 4개월 만인 8월 27일 사임했다.","2020년 6월 케빈 메이어는 <obj:바이트댄스> 모기업의 <sbj:COO>와 틱톡의 CEO가 됐지만, 입사 4개월 만인 8월 27일 사임했다.",org:members,"{'start': 28, 'text': 'COO', 'type': 'org'}","{'start': 17, 'text': '바이트댄스', 'type': 'org'}",,
ARM 홀딩스 plc(영어: Arm Holdings plc)는 영국의 반도체 회사이다.,<obj:ARM 홀딩스 plc>(영어: <sbj:Arm Holdings plc>)는 영국의 반도체 회사이다.,org:alteranate_names,"{'start': 16, 'text': 'Arm Holdings plc', 'type': 'org'}","{'start': 0, 'text': 'ARM 홀딩스 plc', 'type': 'org'}",,
바이트댄스는 틱톡을 2016년 9월 중국 시장에 ‘더우인’이라는 이름으로 출시하며 1년만에 이용자 1억명을 돌파했다.,바이트댄스는 <sbj:틱톡>을 2016년 9월 중국 시장에 ‘<obj:더우인>’이라는 이름으로 출시하며 1년만에 이용자 1억명을 돌파했다.,org:alteranate_names,"{'start': 7, 'text': '틱톡', 'type': 'org'}","{'start': 28, 'text': '더우인', 'type': 'org'}",,
"2019년 미디어는 틱톡을 2010년부터 2019년까지 10년간 7번째로 다운로드가 많은 모바일 앱으로 꼽았으며, 2018년과 2019년 애플 앱스토어에서도 페이스북, 유튜브, 인스타그램을 제치고 가장 다운로드가 많은 앱으로 꼽았으며, 최근에는 오라클, 월마트와 계약을 맺었다.","2019년 미디어는 <sbj:틱톡>을 2010년부터 2019년까지 10년간 7번째로 다운로드가 많은 모바일 앱으로 꼽았으며, 2018년과 2019년 애플 앱스토어에서도 페이스북, 유튜브, 인스타그램을 제치고 가장 다운로드가 많은 앱으로 꼽았으며, 최근에는 <obj:오라클>, 월마트와 계약을 맺었다.",org:contract,"{'start': 11, 'text': '틱톡', 'type': 'org'}","{'start': 137, 'text': '오라클', 'type': 'org'}",,
"책, DVD, 소프트웨어, 가전 제품, 주방 기구, 정원 도구, 장난감, 유아 제품, 의류, 스포츠 제품, 음식, 장신구, 시계, 건강 기구, 미용 상품, 악기 등의 제품군을 마련하고 있다.","책, <sbj:DVD>, 소프트웨어, 가전 제품, 주방 기구, 정원 도구, 장난감, 유아 제품, 의류, 스포츠 제품, <obj:음식>, 장신구, 시계, 건강 기구, 미용 상품, 악기 등의 제품군을 마련하고 있다.",no_relation:no_relation,"{'start': 3, 'text': 'DVD', 'type': 'no_relation'}","{'start': 60, 'text': '음식', 'type': 'no_relation'}",,
2015년 아마존은 물류의 배송의 편리함을 위하여 드론을 출시하기도 하였다.,2015년 <sbj:아마존>은 물류의 배송의 편리함을 위하여 <obj:드론>을 출시하기도 하였다.,org:production,"{'start': 6, 'text': '아마존', 'type': 'org'}","{'start': 28, 'text': '드론', 'type': 'poh'}",,
"틱톡(영어: TikTok, 중국어: 抖音, 더우인)은 장위밍(Zhang Yiming)이 2012년 설립한 IT 기업 바이트댄스(ByteDance)가 소유하고 있는 글로벌 숏폼 모바일 비디오 플랫폼이다.","<obj:틱톡>(영어: TikTok, 중국어: 抖音, 더우인)은 장위밍(Zhang Yiming)이 2012년 설립한 IT 기업 <sbj:바이트댄스>(ByteDance)가 소유하고 있는 글로벌 숏폼 모바일 비디오 플랫폼이다.",org:production,"{'start': 65, 'text': '바이트댄스', 'type': 'org'}","{'start': 0, 'text': '틱톡', 'type': 'poh'}",,
2020년 7월 미국 일리노이주 북부지방법원에서 틱톡을 상대로 한 20건의 소송이 집단소송으로 변경되었다.,2020년 7월 미국 <obj:일리노이주> <sbj:북부지방법원>에서 틱톡을 상대로 한 20건의 소송이 집단소송으로 변경되었다.,no_relation:no_relation,"{'start': 18, 'text': '북부지방법원', 'type': 'no_relation'}","{'start': 12, 'text': '일리노이주', 'type': 'no_relation'}",,
미국에서는 틱톡 사용자의 52%가 아이폰 사용자다.,미국에서는 <obj:틱톡> 사용자의 52%가 <sbj:아이폰> 사용자다.,no_relation:no_relation,"{'start': 19, 'text': '아이폰', 'type': 'no_relation'}","{'start': 6, 'text': '틱톡', 'type': 'no_relation'}",,
"아마존(영어: Amazon Inc.)은 미국의 워싱턴 시애틀에 본사를 두고 있으며 온라인 전자상거래, 데이터센터를 통한 클라우드 컴퓨팅 서비스, 아마존 프라임 등 미디어 사업을 한다.","<sbj:아마존>(영어: Amazon Inc.)은 미국의 <obj:워싱턴 시애틀>에 본사를 두고 있으며 온라인 전자상거래, 데이터센터를 통한 클라우드 컴퓨팅 서비스, 아마존 프라임 등 미디어 사업을 한다.",org:location,"{'start': 0, 'text': '아마존', 'type': 'org'}","{'start': 26, 'text': '워싱턴 시애틀', 'type': 'loc'}",,
틱톡은 인도네시아와 방글라데시 등 국가별로 간헐적으로 차단되어 왔다.,틱톡은 <obj:인도네시아>와 <sbj:방글라데시> 등 국가별로 간헐적으로 차단되어 왔다.,no_relation:no_relation,"{'start': 11, 'text': '방글라데시', 'type': 'no_relation'}","{'start': 4, 'text': '인도네시아', 'type': 'no_relation'}",,
로렌 그레이는 2020년 3월 25일 찰리 다멜리오가 추월하기 전까지 틱톡에서 가장 많은 사람이 팔로우한 개인이었다.,<sbj:로렌 그레이>는 2020년 3월 25일 찰리 다멜리오가 추월하기 전까지 <obj:틱톡>에서 가장 많은 사람이 팔로우한 개인이었다.,per:employee_of,"{'start': 0, 'text': '로렌 그레이', 'type': 'per'}","{'start': 39, 'text': '틱톡', 'type': 'org'}",,
"2014년 7월 25일에 스마트폰 파이어폰(Fire Phone)을 AT&amp;T와의 제휴로 2년 약정 199달러에 출시하였다. 하지만, 판매부진으로 인해 가격을 0.99달러로 대폭 낮추어야 했다.","2014년 7월 25일에 <sbj:스마트폰 파이어폰>(<obj:Fire Phone>)을 AT&T와의 제휴로 2년 약정 199달러에 출시하였다. 하지만, 판매부진으로 인해 가격을 0.99달러로 대폭 낮추어야 했다.",org:alteranate_names,"{'start': 14, 'text': '스마트폰 파이어폰', 'type': 'org'}","{'start': 24, 'text': 'Fire Phone', 'type': 'org'}",,
